GEN	1	<<	Narr_01: Genesis	#19		1	GENESIS *~*GENESIS 1
MIC	1	7	God-FX1	#20		28528	 {7} All her idols will be broken to pieces; all her temple gifts will be burned with fire; I will destroy all her images. 
MIC	1	7	God-FX1	#20		28529	" Since she gathered her gifts from the wages of prostitutes, as the wages of prostitutes they will again be used.>>"
MIC	1	8	Micah	#10		28530	 {8} Because of this I will weep and wail; I will go about barefoot and naked. I will howl like a jackal and moan like an owl.
MIC	1	9	Micah	#10		28531	" {9} For her wound is incurable; it has come to Judah. It has reached the very gate of my people, even to Jerusalem itself."
MIC	1	10	Micah	#10		28532	 {10} Tell it not in Gath; weep not at all. In Beth Ophrah roll in the dust.
MIC	1	11	Micah	#10		28533	" {11} Pass on in nakedness and shame, you who live in Shaphir. Those who live in Zaanan will not come out. "
MIC	1	11	Micah	#10		28534	 Beth Ezel is in mourning; its protection is taken from you.
MIC	1	12	Micah	#10		28535	" {12} Those who live in Maroth writhe in pain, waiting for relief, because disaster has come from the Lord, even to the gate of Jerusalem."
MIC	1	13	Micah	#10		28536	" {13} You who live in Lachish, harness the team to the chariot. "
MIC	1	13	Micah	#10		28537	" You were the beginning of sin to the Daughter of Zion, for the transgressions of Israel were found in you."
MIC	1	14	Micah	#10		28538	 {14} Therefore you will give parting gifts to Moresheth Gath. The town of Aczib will prove deceptive to the kings of Israel.
MIC	1	15	Micah	#10		28539	 {15} I will bring a conqueror against you who live in Mareshah. He who is the glory of Israel will come to Adullam.
MIC	1	16	Micah	#10		28540	 {16} Shave your heads in mourning for the children in whom you delight; 
MIC	1	16	Micah	#10		28541	" make yourselves as bald as the vulture, for they will go from you into exile.*~**~*||||| + 2 SECs |||||*~*"
MIC	2	<<	Narr_33: Micah	#13		28542	MICAH 2
MIC	2	1	Micah	#10		28543	" {1} Woe to those who plan iniquity, to those who plot evil on their beds! At morning's light they carry it out because it is in their power to do it."
MIC	2	2	Micah	#10		28544	" {2} They covet fields and seize them, and houses, and take them. They defraud a man of his home, a fellowman of his inheritance."
MIC	2	3	Micah	#10		28545	" {3} Therefore, the Lord says:"
MIC	2	3	God-FX1	#20		28546	" << I am planning disaster against this people, from which you cannot save yourselves. You will no longer walk proudly, for it will be a time of calamity."
MIC	2	4	Micah	#10		28547	 {4} In that day men will ridicule you; they will taunt you with this mournful song:
MIC	2	4	Man	#14		28548	 ' We are utterly ruined; my people's possession is divided up. He takes it from me! He assigns our fields to traitors.'>>
MIC	2	5	Micah	#10		28549	 {5} Therefore you will have no one in the assembly of the Lord to divide the land by lot.
MIC	2	6	Prophet	#15		28550	" {6} <<Do not prophesy,>>"
MIC	2	6	Micah	#10		28551	 their prophets say.
MIC	2	6	Prophet	#15		28552	 <<Do not prophesy about these things; disgrace will not overtake us.>>
MIC	2	7	Micah	#10		28553	" {7} Should it be said, O house of Jacob: << Is the Spirit of the Lord angry? Does he do such things?>>"
MIC	2	7	God-FX1	#20		28554	 << Do not my words do good to him whose ways are upright?
MIC	2	8	Micah	#10		28555	" {8} Lately my people have risen up like an enemy. You strip off the rich robe from those who pass by without a care, like men returning from battle."
MIC	2	9	Micah	#10		28556	 {9} You drive the women of my people from their pleasant homes. You take away my blessing from their children forever.
MIC	2	10	Micah	#10		28557	" {10} Get up, go away! For this is not your resting place, because it is defiled, it is ruined, beyond all remedy."
MIC	2	11	Micah	#10		28558	" {11} If a liar and deceiver comes and says, 'I will prophesy for you plenty of wine and beer,' he would be just the prophet for this people!"
MIC	2	12	God-FX1	#20		28559	" {12} << I will surely gather all of you, O Jacob; I will surely bring together the remnant of Israel. "
MIC	2	12	God-FX1	#20		28560	" I will bring them together like sheep in a pen, like a flock in its pasture; the place will throng with people."
MIC	2	13	Micah	#10		28561	 {13} One who breaks open the way will go up before them; they will break through the gate and go out. 
MIC	2	13	Micah	#10		28562	" Their king will pass through before them, the Lord at their head.>>*~**~*||||| + 2 SECs |||||*~*"
MIC	3	<<	Narr_33: Micah	#13		28563	MICAH 3
MIC	3	1	Micah	#10		28564	" {1} Then I said, << Listen, you leaders of Jacob, you rulers of the house of Israel. "
MIC	3	1	Micah	#10		28565	" Should you not know justice, {2} you who hate good and love evil; who tear the skin from my people and the flesh from their bones;"
MIC	3	3	Micah	#10		28566	" {3} who eat my people's flesh, strip off their skin and break their bones in pieces; who chop them up like meat for the pan, like flesh for the pot?>>"
MIC	3	4	Micah	#10		28567	" {4} Then they will cry out to the Lord, but he will not answer them. At that time he will hide his face from them because of the evil they have done."
MIC	3	5	Micah	#10		28568	 {5} This is what the Lord says:
MIC	3	5	God-FX1	#20		28569	" << As for the prophets who lead my people astray, if one feeds them, they proclaim 'peace'; if he does not, they prepare to wage war against him."
MIC	3	6	God-FX1	#20		28570	" {6} Therefore night will come over you, without visions, and darkness, without divination. The sun will set for the prophets, and the day will go dark for them."
MIC	3	7	God-FX1	#20		28571	 {7} The seers will be ashamed and the diviners disgraced. They will all cover their faces because there is no answer from God.>>
MIC	3	8	Micah	#10		28572	" {8} But as for me, I am filled with power, with the Spirit of the Lord, and with justice and might, to declare to Jacob his transgression, to Israel his sin."
MIC	3	9	Micah	#10		28573	" {9} Hear this, you leaders of the house of Jacob, you rulers of the house of Israel, who despise justice and distort all that is right;"
MIC	3	10	Micah	#10		28574	" {10} who build Zion with bloodshed, and Jerusalem with wickedness."
MIC	3	11	Micah	#10		28575	" {11} Her leaders judge for a bribe, her priests teach for a price, and her prophets tell fortunes for money. "
MIC	3	11	Micah	#10		28576	" Yet they lean upon the Lord and say, << Is not the Lord among us? No disaster will come upon us.>>"
MIC	3	12	Micah	#10		28577	" {12} Therefore because of you, Zion will be plowed like a field, Jerusalem will become a heap of rubble, the temple hill a mound overgrown with thickets.*~**~*||||| + 2 SECs |||||*~*"
MIC	4	<<	Narr_33: Micah	#13		28578	MICAH 4
MIC	4	1	Micah	#10		28579	 {1} In the last days the mountain of the Lord's temple will be established as chief among the mountains; 
MIC	4	1	Micah	#10		28580	" it will be raised above the hills, and peoples will stream to it. {2} Many nations will come and say,"
MIC	4	2	Nation	#16		28581	" << Come, let us go up to the mountain of the Lord, to the house of the God of Jacob. He will teach us his ways, so that we may walk in his paths.>>"
MIC	4	2	Micah	#10		28582	" The law will go out from Zion, the word of the Lord from Jerusalem."
MIC	4	3	Micah	#10		28583	 {3} He will judge between many peoples and will settle disputes for strong nations far and wide. 
MIC	4	3	Micah	#10		28584	" They will beat their swords into plowshares and their spears into pruning hooks. Nation will not take up sword against nation, nor will they train for war anymore."
MIC	4	4	Micah	#10		28585	" {4} Every man will sit under his own vine and under his own fig tree, and no one will make them afraid, for the Lord Almighty has spoken."
MIC	4	5	Micah	#10		28586	 {5} All the nations may walk in the name of their gods; we will walk in the name of the Lord our God for ever and ever.
MIC	4	6	Micah	#10		28587	" {6} The Lord declares, << In that day, I will gather the lame; I will assemble the exiles and those I have brought to grief."
MIC	4	7	God-FX1	#20		28588	" {7} I will make the lame a remnant, those driven away a strong nation. The Lord will rule over them in Mount Zion from that day and forever."
MIC	4	8	God-FX1	#20		28589	" {8} As for you, O watchtower of the flock, O stronghold of the Daughter of Zion, the former dominion will be restored to you; kingship will come to the Daughter of Jerusalem.>>"
MIC	4	9	Micah	#10		28590	" {9} Why do you now cry aloud-- have you no king? Has your counselor perished, that pain seizes you like that of a woman in labor?"
MIC	4	10	Micah	#10		28591	" {10} Writhe in agony, O Daughter of Zion, like a woman in labor, for now you must leave the city to camp in the open field. "
MIC	4	10	Micah	#10		28592	 You will go to Babylon; there you will be rescued. There the Lord will redeem you out of the hand of your enemies.
MIC	4	11	Micah	#10		28593	" {11} But now many nations are gathered against you. They say,"
MIC	4	11	Nation	#16		28594	" << Let her be defiled, let our eyes gloat over Zion!>>"
MIC	4	12	Micah	#10		28595	" {12} But they do not know the thoughts of the Lord; they do not understand his plan, he who gathers them like sheaves to the threshing floor."
MIC	4	13	Micah	#10		28596	" {13} Rise and thresh, O Daughter of Zion, for I will give you horns of iron; I will give you hoofs of bronze and you will break to pieces many nations."
MIC	4	13	Micah	#10		28597	" You will devote their ill-gotten gains to the Lord, their wealth to the Lord of all the earth.*~**~*||||| + 2 SECs |||||*~*"
MIC	5	<<	Narr_33: Micah	#13		28598	MICAH 5
MIC	5	1	Micah	#10		28599	" {1} Marshal your troops, O city of troops, for a siege is laid against us. They will strike Israel's ruler on the cheek with a rod."
MIC	5	2	Micah	#10		28600	" {2} But you, Bethlehem Ephrathah, though you are small among the clans of Judah, out of you will come for me one who will be ruler over Israel, whose origins are from of old, from ancient times."
MIC	5	3	Micah	#10		28601	 {3} Therefore Israel will be abandoned until the time when she who is in labor gives birth and the rest of his brothers return to join the Israelites.
MIC	5	4	Micah	#10		28602	" {4} He will stand and shepherd his flock in the strength of the Lord, in the majesty of the name of the Lord his God. "
MIC	5	4	Micah	#10		28603	" And they will live securely, for then his greatness will reach to the ends of the earth."
MIC	5	5	Micah	#10		28604	" {5} And he will be their peace. When the Assyrian invades our land and marches through our fortresses, we will raise against him seven shepherds, even eight leaders of men."
MIC	5	6	Micah	#10		28605	" {6} They will rule the land of Assyria with the sword, the land of Nimrod with drawn sword. "
MIC	5	6	Micah	#10		28606	 He will deliver us from the Assyrian when he invades our land and marches into our borders.
MIC	5	7	Micah	#10		28607	" {7} The remnant of Jacob will be in the midst of many peoples like dew from the Lord, like showers on the grass, which do not wait for man or linger for mankind."
MIC	5	8	Micah	#10		28608	" {8} The remnant of Jacob will be among the nations, in the midst of many peoples, like a lion among the beasts of the forest,"
MIC	5	8	Micah	#10		28609	" like a young lion among flocks of sheep, which mauls and mangles as it goes, and no one can rescue."
MIC	5	9	Micah	#10		28610	" {9} Your hand will be lifted up in triumph over your enemies, and all your foes will be destroyed. {10} The Lord declares,"
MIC	5	10	God-FX1	#20		28611	" << In that day, I will destroy your horses from among you and demolish your chariots."
MIC	5	11	God-FX1	#20		28612	 {11} I will destroy the cities of your land and tear down all your strongholds. {12} I will destroy your witchcraft and you will no longer cast spells.
MIC	5	13	God-FX1	#20		28613	 {13} I will destroy your carved images and your sacred stones from among you; you will no longer bow down to the work of your hands.
MIC	5	14	God-FX1	#20		28614	 {14} I will uproot from among you your Asherah poles and demolish your cities.
MIC	5	15	God-FX1	#20		28615	 {15} I will take vengeance in anger and wrath upon the nations that have not obeyed me.>>*~**~*||||| + 2 SECs |||||*~*
MIC	6	<<	Narr_33: Micah	#13		28616	MICAH 6
MIC	6	1	Micah	#10		28617	" {1} Listen to what the Lord says: << Stand up, plead your case before the mountains; let the hills hear what you have to say."
MIC	6	2	Micah	#10		28618	" {2} Hear, O mountains, the Lord's accusation; listen, you everlasting foundations of the earth. "
MIC	6	2	Micah	#10		28619	 For the Lord has a case against his people; he is lodging a charge against Israel.
MIC	6	3	God-FX1	#20		28620	" {3} << My people, what have I done to you? How have I burdened you? Answer me."
MIC	6	4	God-FX1	#20		28621	" {4} I brought you up out of Egypt and redeemed you from the land of slavery. I sent Moses to lead you, also Aaron and Miriam."
MIC	6	5	God-FX1	#20		28622	" {5} My people, remember what Balak king of Moab counseled and what Balaam son of Beor answered. "
MIC	6	5	God-FX1	#20		28623	" Remember your journey from Shittim to Gilgal, that you may know the righteous acts of the Lord.>>"
MIC	6	6	Micah	#10		28624	" {6} With what shall I come before the Lord and bow down before the exalted God? Shall I come before him with burnt offerings, with calves a year old?"
MIC	6	7	Micah	#10		28625	" {7} Will the Lord be pleased with thousands of rams, with ten thousand rivers of oil? "
MIC	6	7	Micah	#10		28626	" Shall I offer my firstborn for my transgression, the fruit of my body for the sin of my soul?"
MIC	6	8	Micah	#10		28627	" {8} He has showed you, O man, what is good. And what does the Lord require of you? To act justly and to love mercy and to walk humbly with your God."
MIC	6	9	Micah	#10		28628	 {9} Listen! The Lord is calling to the city-- and to fear your name is wisdom-- << Heed the rod and the One who appointed it.
MIC	6	10	God-FX1	#20		28629	" {10} Am I still to forget, O wicked house, your ill-gotten treasures and the short ephah, which is accursed? {11} Shall I acquit a man with dishonest scales, with a bag of false weights?"
MIC	6	12	God-FX1	#20		28630	" {12} Her rich men are violent; her people are liars and their tongues speak deceitfully. {13} Therefore, I have begun to destroy you, to ruin you because of your sins."
MIC	6	14	Micah	#10		28631	" {14} You will eat but not be satisfied; your stomach will still be empty. You will store up but save nothing, because what you save I will give to the sword."
MIC	6	15	Micah	#10		28632	" {15} You will plant but not harvest; you will press olives but not use the oil on yourselves, you will crush grapes but not drink the wine."
MIC	6	16	Micah	#10		28633	" {16} You have observed the statutes of Omri and all the practices of Ahab's house, and you have followed their traditions. "
MIC	6	16	Micah	#10		28634	 Therefore I will give you over to ruin and your people to derision; you will bear the scorn of the nations.>>*~**~*||||| + 2 SECs |||||*~*
MIC	7	<<	Narr_33: Micah	#13		28635	MICAH 7
MIC	7	1	Micah	#10		28636	 {1} What misery is mine! I am like one who gathers summer fruit at the gleaning of the vineyard;
MIC	7	1	Micah	#10		28637	" there is no cluster of grapes to eat, none of the early figs that I crave."
MIC	7	2	Micah	#10		28638	 {2} The godly have been swept from the land; not one upright man remains. All men lie in wait to shed blood; each hunts his brother with a net.
MIC	7	3	Micah	#10		28639	" {3} Both hands are skilled in doing evil; the ruler demands gifts, the judge accepts bribes, the powerful dictate what they desire-- they all conspire together."
MIC	7	4	Micah	#10		28640	" {4} The best of them is like a brier, the most upright worse than a thorn hedge. "
MIC	7	4	Micah	#10		28641	" The day of your watchmen has come, the day God visits you. Now is the time of their confusion."
MIC	7	5	Micah	#10		28642	 {5} Do not trust a neighbor; put no confidence in a friend. Even with her who lies in your embrace be careful of your words.
MIC	7	6	Micah	#10		28643	" {6} For a son dishonors his father, a daughter rises up against her mother, a daughter-in-law against her mother-in-law-- a man's enemies are the members of his own household."
MIC	7	7	Micah	#10		28644	" {7} But as for me, I watch in hope for the Lord, I wait for God my Savior; my God will hear me."
MIC	7	8	Micah	#10		28645	" {8} Do not gloat over me, my enemy! Though I have fallen, I will rise. Though I sit in darkness, the Lord will be my light."
MIC	7	9	Micah	#10		28646	" {9} Because I have sinned against him, I will bear the Lord's wrath, until he pleads my case and establishes my right."
MIC	7	9	Micah	#10		28647	 He will bring me out into the light; I will see his righteousness.
MIC	7	10	Micah	#10		28648	" {10} Then my enemy will see it and will be covered with shame, she who said to me,"
MIC	7	10	Enemy (female)	#22		28649	 << Where is the Lord your God?>>
MIC	7	10	Micah	#10		28650	 My eyes will see her downfall; even now she will be trampled underfoot like mire in the streets.
MIC	7	11	Micah	#10		28651	" {11} The day for building your walls will come, the day for extending your boundaries."
MIC	7	12	Micah	#10		28652	" {12} In that day people will come to you from Assyria and the cities of Egypt, even from Egypt to the Euphrates and from sea to sea and from mountain to mountain."
MIC	7	13	Micah	#10		28653	" {13} The earth will become desolate because of its inhabitants, as the result of their deeds."
MIC	7	14	Micah	#10		28654	" {14} Shepherd your people with your staff, the flock of your inheritance, which lives by itself in a forest, in fertile pasturelands."
MIC	7	14	Micah	#10		28655	 Let them feed in Bashan and Gilead as in days long ago.
MIC	7	15	God-FX1	#20		28656	" {15} << As in the days when you came out of Egypt, I will show them my wonders.>>"
MIC	7	16	Micah	#10		28657	" {16} Nations will see and be ashamed, deprived of all their power. They will lay their hands on their mouths and their ears will become deaf."
MIC	7	17	Micah	#10		28658	" {17} They will lick dust like a snake, like creatures that crawl on the ground. "
MIC	7	17	Micah	#10		28659	 They will come trembling out of their dens; they will turn in fear to the Lord our God and will be afraid of you.
MIC	7	18	Micah	#10		28660	" {18} Who is a God like you, who pardons sin and forgives the transgression of the remnant of his inheritance? "
MIC	7	18	Micah	#10		28661	 You do not stay angry forever but delight to show mercy.
MIC	7	19	Micah	#10		28662	 {19} You will again have compassion on us; you will tread our sins underfoot and hurl all our iniquities into the depths of the sea.
MIC	7	20	Micah	#10		28663	" {20} You will be true to Jacob, and show mercy to Abraham, as you pledged on oath to our fathers in days long ago.*~**~*||||| + 5 SECs |||||*~*"
NAH	1	<<	Narr_34: Nahum	#13		28664	NAHUM*~*NAHUM 1
NAH	1	1	Narr_34: Nahum	#13		28665	 {1} An oracle concerning Nineveh. The book of the vision of Nahum the Elkoshite.
NAH	1	2	Nahum	#03		28666	 {2} The Lord is a jealous and avenging God; the Lord takes vengeance and is filled with wrath. 
NAH	1	2	Nahum	#03		28667	 The Lord takes vengeance on his foes and maintains his wrath against his enemies.
NAH	1	3	Nahum	#03		28668	 {3} The Lord is slow to anger and great in power; the Lord will not leave the guilty unpunished.
NAH	1	3	Nahum	#03		28669	" His way is in the whirlwind and the storm, and clouds are the dust of his feet."
NAH	1	4	Nahum	#03		28670	 {4} He rebukes the sea and dries it up; he makes all the rivers run dry. Bashan and Carmel wither and the blossoms of Lebanon fade.
NAH	1	5	Nahum	#03		28671	" {5} The mountains quake before him and the hills melt away. The earth trembles at his presence, the world and all who live in it."
NAH	1	6	Nahum	#03		28672	 {6} Who can withstand his indignation? Who can endure his fierce anger? His wrath is poured out like fire; the rocks are shattered before him.
NAH	1	7	Nahum	#03		28673	" {7} The Lord is good, a refuge in times of trouble. He cares for those who trust in him,"
NAH	1	8	Nahum	#03		28674	 {8} but with an overwhelming flood he will make an end of Nineveh; he will pursue his foes into darkness.
NAH	1	9	Nahum	#03		28675	 {9} Whatever they plot against the Lord he will bring to an end; trouble will not come a second time.
NAH	1	10	Nahum	#03		28676	 {10} They will be entangled among thorns and drunk from their wine; they will be consumed like dry stubble.
NAH	1	11	Nahum	#03		28677	" {11} From you, O Nineveh, has one come forth who plots evil against the Lord and counsels wickedness. {12} This is what the Lord says:"
NAH	1	12	God-FX1	#20		28678	" << Although they have allies and are numerous, they will be cut off and pass away. Although I have afflicted you, O Judah, I will afflict you no more."
NAH	1	13	God-FX1	#20		28679	 {13} Now I will break their yoke from your neck and tear your shackles away.>>
NAH	1	14	Nahum	#03		28680	" {14} The Lord has given a command concerning you, Nineveh: << You will have no descendants to bear your name. "
NAH	1	14	Nahum	#03		28681	" I will destroy the carved images and cast idols that are in the temple of your gods. I will prepare your grave, for you are vile.>>"
NAH	1	15	Nahum	#03		28682	" {15} Look, there on the mountains, the feet of one who brings good news, who proclaims peace! "
NAH	1	15	Nahum	#03		28683	" Celebrate your festivals, O Judah, and fulfill your vows. No more will the wicked invade you; they will be completely destroyed.*~**~*||||| + 2 SECs |||||*~*"
NAH	2	<<	Narr_34: Nahum	#13		28684	NAHUM 2
NAH	2	1	Nahum	#03		28685	" {1} An attacker advances against you, Nineveh. Guard the fortress, watch the road, brace yourselves, marshal all your strength!"
NAH	2	2	Nahum	#03		28686	" {2} The Lord will restore the splendor of Jacob like the splendor of Israel, though destroyers have laid them waste and have ruined their vines."
NAH	2	3	Nahum	#03		28687	 {3} The shields of his soldiers are red; the warriors are clad in scarlet. 
NAH	2	3	Nahum	#03		28688	 The metal on the chariots flashes on the day they are made ready; the spears of pine are brandished.
NAH	2	4	Nahum	#03		28689	" {4} The chariots storm through the streets, rushing back and forth through the squares. "
NAH	2	4	Nahum	#03		28690	 They look like flaming torches; they dart about like lightning.
NAH	2	5	Nahum	#03		28691	" {5} He summons his picked troops, yet they stumble on their way. They dash to the city wall; the protective shield is put in place."
NAH	2	6	Nahum	#03		28692	 {6} The river gates are thrown open and the palace collapses.
NAH	2	7	Nahum	#03		28693	 {7} It is decreed that the city be exiled and carried away. Its slave girls moan like doves and beat upon their breasts.
NAH	2	8	Nahum	#03		28694	" {8} Nineveh is like a pool, and its water is draining away."
NAH	2	8	Slave Girl	#25		28695	 << Stop! Stop!>>
NAH	2	8	Nahum	#03		28696	" they cry, but no one turns back. {9} Plunder the silver! Plunder the gold! The supply is endless, the wealth from all its treasures!"
NAH	2	10	Nahum	#03		28697	" {10} She is pillaged, plundered, stripped! Hearts melt, knees give way, bodies tremble, every face grows pale."
NAH	2	11	Nahum	#03		28698	" {11} Where now is the lions' den, the place where they fed their young, where the lion and lioness went, and the cubs, with nothing to fear?"
NAH	2	12	Nahum	#03		28699	" {12} The lion killed enough for his cubs and strangled the prey for his mate, filling his lairs with the kill and his dens with the prey."
NAH	2	13	God-FX1	#20		28700	" {13} I am against you, declares the Lord Almighty. I will burn up your chariots in smoke and the sword will devour your young lions. "
NAH	2	13	God-FX1	#20		28701	 I will leave you no prey on the earth. The voices of your messengers will no longer be heard.>>*~**~*||||| + 2 SECs |||||*~*
NAH	3	<<	Narr_34: Nahum	#13		28702	NAHUM 3
NAH	3	1	Nahum	#03		28703	" {1} Woe to the city of blood, full of lies, full of plunder, never without victims!"
NAH	3	2	Nahum	#03		28704	" {2} The crack of whips, the clatter of wheels, galloping horses and jolting chariots!"
NAH	3	3	Nahum	#03		28705	" {3} Charging cavalry, flashing swords and glittering spears! Many casualties, piles of dead, bodies without number, people stumbling over the corpsesù"
NAH	3	4	Nahum	#03		28706	" {4} all because of the wanton lust of a harlot, alluring, the mistress of sorceries, who enslaved nations by her prostitution and peoples by her witchcraft."
NAH	3	5	Nahum	#03		28707	" {5} I am against you, declares the Lord Almighty. I will lift your skirts over your face. I will show the nations your nakedness and the kingdoms your shame."
NAH	3	6	Nahum	#03		28708	" {6} I will pelt you with filth, I will treat you with contempt and make you a spectacle."
NAH	3	7	Nahum	#03		28709	" {7} All who see you will flee from you and say, 'Nineveh is in ruins--who will mourn for her?' Where can I find anyone to comfort you?>>"
NAH	3	8	Nahum	#03		28710	" {8} Are you better than Thebes, situated on the Nile, with water around her? The river was her defense, the waters her wall."
NAH	3	9	Nahum	#03		28711	 {9} Cush and Egypt were her boundless strength; Put and Libya were among her allies.
NAH	3	10	Nahum	#03		28712	 {10} Yet she was taken captive and went into exile. Her infants were dashed to pieces at the head of every street.
NAH	3	10	Nahum	#03		28713	" Lots were cast for her nobles, and all her great men were put in chains."
NAH	3	11	Nahum	#03		28714	 {11} You too will become drunk; you will go into hiding and seek refuge from the enemy.
NAH	3	12	Nahum	#03		28715	" {12} All your fortresses are like fig trees with their first ripe fruit; when they are shaken, the figs fall into the mouth of the eater."
NAH	3	13	Nahum	#03		28716	 {13} Look at your troops-- they are all women! The gates of your land are wide open to your enemies; fire has consumed their bars.
NAH	3	14	Nahum	#03		28717	" {14} Draw water for the siege, strengthen your defenses! Work the clay, tread the mortar, repair the brickwork!"
NAH	3	15	Nahum	#03		28718	" {15} There the fire will devour you; the sword will cut you down and, like grasshoppers, consume you. Multiply like grasshoppers, multiply like locusts!"
NAH	3	16	Nahum	#03		28719	" {16} You have increased the number of your merchants till they are more than the stars of the sky, but like locusts they strip the land and then fly away."
NAH	3	17	Nahum	#03		28720	" {17} Your guards are like locusts, your officials like swarms of locusts that settle in the walls on a cold day-- "
NAH	3	17	Nahum	#03		28721	" but when the sun appears they fly away, and no one knows where."
NAH	3	18	Nahum	#03		28722	" {18} O king of Assyria, your shepherds slumber; your nobles lie down to rest. Your people are scattered on the mountains with no one to gather them."
NAH	3	19	Nahum	#03		28723	 {19} Nothing can heal your wound; your injury is fatal. 
NAH	3	19	Nahum	#03		28724	" Everyone who hears the news about you claps his hands at your fall, for who has not felt your endless cruelty?*~**~*||||| + 5 SECs |||||*~*"
HAB	1	<<	Narr_35: Habakkuk	#13		28725	HABAKKUK*~*HABAKKUK 1
HAB	1	1	Narr_35: Habakkuk	#13		28726	 {1} The oracle that Habakkuk the prophet received.
HAB	1	2	Habakkuk	#04		28727	" {2} How long, O Lord, must I call for help, but you do not listen? Or cry out to you, << Violence!>> but you do not save?"
HAB	1	3	Habakkuk	#04		28728	" {3} Why do you make me look at injustice? Why do you tolerate wrong? Destruction and violence are before me; there is strife, and conflict abounds."
HAB	1	4	Habakkuk	#04		28729	" {4} Therefore the law is paralyzed, and justice never prevails. The wicked hem in the righteous, so that justice is perverted."
HAB	1	5	God-FX1	#20		28730	" {5} <<Look at the nations and watch-- and be utterly amazed. For I am going to do something in your days that you would not believe, even if you were told."
HAB	1	6	God-FX1	#20		28731	" {6} I am raising up the Babylonians, that ruthless and impetuous people, who sweep across the whole earth to seize dwelling places not their own."
HAB	1	7	Habakkuk	#04		28732	 {7} They are a feared and dreaded people; they are a law to themselves and promote their own honor.
HAB	1	8	Habakkuk	#04		28733	" {8} Their horses are swifter than leopards, fiercer than wolves at dusk. "
HAB	1	8	Habakkuk	#04		28734	 Their cavalry gallops headlong; their horsemen come from afar. They fly like a vulture swooping to devour; {9} they all come bent on violence. 
HAB	1	9	Habakkuk	#04		28735	 Their hordes advance like a desert wind and gather prisoners like sand.
HAB	1	10	Habakkuk	#04		28736	 {10} They deride kings and scoff at rulers. They laugh at all fortified cities; they build earthen ramps and capture them.
HAB	1	11	Habakkuk	#04		28737	" {11} Then they sweep past like the wind and go on-- guilty men, whose own strength is their god.>>"
HAB	1	12	Habakkuk	#04		28738	" {12} O Lord, are you not from everlasting? My God, my Holy One, we will not die."
HAB	1	12	Habakkuk	#04		28739	" O Lord, you have appointed them to execute judgment; O Rock, you have ordained them to punish."
HAB	1	13	Habakkuk	#04		28740	 {13} Your eyes are too pure to look on evil; you cannot tolerate wrong. Why then do you tolerate the treacherous? 
HAB	1	13	Habakkuk	#04		28741	 Why are you silent while the wicked swallow up those more righteous than themselves?
HAB	1	14	Habakkuk	#04		28742	" {14} You have made men like fish in the sea, like sea creatures that have no ruler."
HAB	1	15	Habakkuk	#04		28743	" {15} The wicked foe pulls all of them up with hooks, he catches them in his net, he gathers them up in his dragnet; and so he rejoices and is glad."
HAB	1	16	Habakkuk	#04		28744	" {16} Therefore he sacrifices to his net and burns incense to his dragnet, for by his net he lives in luxury and enjoys the choicest food."
HAB	1	17	Habakkuk	#04		28745	" {17} Is he to keep on emptying his net, destroying nations without mercy?*~**~*||||| + 2 SECs |||||*~*"
HAB	2	<<	Narr_35: Habakkuk	#13		28746	HABAKKUK 2
HAB	2	1	Habakkuk	#04		28747	" {1} I will stand at my watch and station myself on the ramparts; I will look to see what he will say to me, and what answer I am to give to this complaint."
HAB	2	2	Habakkuk	#04		28748	 {2} Then the Lord replied:
HAB	2	2	God-FX1	#20		28749	 << Write down the revelation and make it plain on tablets so that a herald may run with it.
HAB	2	3	God-FX1	#20		28750	" {3} For the revelation awaits an appointed time; it speaks of the end and will not prove false. Though it linger, wait for it; it will certainly come and will not delay."
HAB	2	4	Habakkuk	#04		28751	" {4} << See, he is puffed up; his desires are not upright-- but the righteous will live by his faith--"
HAB	2	5	Habakkuk	#04		28752	" {5} indeed, wine betrays him; he is arrogant and never at rest. "
HAB	2	5	Habakkuk	#04		28753	" Because he is as greedy as the grave and like death is never satisfied, he gathers to himself all the nations and takes captive all the peoples."
HAB	2	6	Habakkuk	#04		28754	" {6} << Will not all of them taunt him with ridicule and scorn, saying,"
HAB	2	6	Man	#09		28755	 Woe to him who piles up stolen goods and makes himself wealthy by extortion! How long must this go on?
HAB	2	7	Habakkuk	#04		28756	 {7} Will not your debtors suddenly arise? Will they not wake up and make you tremble? Then you will become their victim.
HAB	2	8	Habakkuk	#04		28757	" {8} Because you have plundered many nations, the peoples who are left will plunder you. "
HAB	2	8	Habakkuk	#04		28758	 For you have shed man's blood; you have destroyed lands and cities and everyone in them.
HAB	2	9	Man	#18		28759	" {9} Woe to him who builds his realm by unjust gain to set his nest on high, to escape the clutches of ruin!"
HAB	2	10	Habakkuk	#04		28760	" {10} You have plotted the ruin of many peoples, shaming your own house and forfeiting your life."
HAB	2	11	Habakkuk	#04		28761	" {11} The stones of the wall will cry out, and the beams of the woodwork will echo it."
HAB	2	12	Man	#18		28762	 {12} Woe to him who builds a city with bloodshed and establishes a town by crime!
HAB	2	13	Habakkuk	#04		28763	" {13} Has not the Lord Almighty determined that the people's labor is only fuel for the fire, that the nations exhaust themselves for nothing?"
HAB	2	14	Habakkuk	#04		28764	" {14} For the earth will be filled with the knowledge of the glory of the Lord, as the waters cover the sea."
